Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Australia,17.4899997711182,19.2999992370605,18.5599994659424,16.8799991607666,15.1899995803833,15.6300001144409,15.8199996948242,14.4499998092651,13.1199998855591,12.1199998855591,13.5200004577637,12.8199996948242,11.9700002670288,11.3699998855591,10.6099996566772,9.98999977111816,9.3100004196167,8.77000045776367,11.4099998474121,11.5,11.3199996948242,11.6700000762939,12.1800003051758,13.2799997329712,13.1099996566772,12.6700000762939,12.6599998474121,11.8699998855591,11.8400001525879
Austria,3.72000002861023,4.13000011444092,4.65999984741211,4.96000003814697,5.90999984741211,6.84999990463257,7.55999994277954,7.48999977111816,5.92000007629395,6.28999996185303,6.01000022888184,7.1399998664856,7.42999982833862,12.0699996948242,10.9700002670288,9.75,9.38000011444092,8.47000026702881,10.6300001144409,9.44999980926514,8.90999984741211,9.35999965667725,9.64000034332275,10.25,10.5600004196167,11.2399997711182,9.77999973297119,9.36999988555908,8.51000022888184
Belgium,13.9399995803833,13.1999998092651,18.4400005340576,21.8999996185303,21.5699996948242,20.5,21.2600002288818,20.3799991607666,22.5900001525879,15.2799997329712,15.3800001144409,15.6899995803833,19.0100002288818,17.5100002288818,21.4500007629395,20.4400005340576,18.7700004577637,17.9200000762939,21.9099998474121,22.3999996185303,18.75,19.7800006866455,23.7299995422363,23.2399997711182,22.1299991607666,20.1000003814697,19.2299995422363,15.75,14.25
Canada,15.8400001525879,17.2299995422363,17.2000007629395,15.8999996185303,14.8400001525879,15.3999996185303,16.25,15.1300001144409,14.0500001907349,12.6700000762939,12.8699998855591,13.6199998855591,13.6300001144409,13.4499998092651,12.3999996185303,11.6499996185303,11.1700000762939,11.5900001525879,15.3199996948242,14.8900003433228,14.25,14.4399995803833,13.7299995422363,13.4499998092651,13.1599998474121,13.0600004196167,11.6000003814697,11.1000003814697,11.039999961853
Switzerland,3.1800000667572,4.53000020980835,6.36999988555908,5.96999979019165,5.44999980926514,4.94000005722046,6.44999980926514,6.05999994277954,6.15999984741211,5.0,5.61999988555908,5.57999992370605,8.47999954223633,7.69999980926514,8.76000022888184,7.69000005722046,7.1100001335144,7.0,8.47000026702881,8.22000026702881,7.69000005722046,8.3100004196167,8.72999954223633,8.57999992370605,8.8100004196167,8.56999969482422,8.05000019073486,7.92999982833862,7.98000001907349
Chile,11.9799995422363,10.2399997711182,10.5,12.789999961853,11.6000003814697,17.7000007629395,17.3899993896484,17.6200008392334,25.0499992370605,24.4699993133545,24.3299999237061,24.7999992370605,24.5799999237061,24.4099998474121,23.2800006866455,21.9500007629395,21.4200000762939,23.5599994659424,26.6100006103516,19.1200008392334,17.9899997711182,16.7999992370605,16.7199993133545,17.0699996948242,16.1499996185303,16.0200004577637,17.1599998474121,18.2199993133545,19.6200008392334
Colombia,19.1499996185303,18.0300006866455,14.9899997711182,15.5799999237061,16.4099998474121,21.6800003051758,22.2700004577637,27.1599998474121,35.6399993896484,36.5299987792969,27.4899997711182,28.3600006103516,26.4099998474121,26.3600006103516,23.7800006866455,22.9400005340576,22.1399993896484,22.7000007629395,23.4599990844727,21.8600006103516,20.4899997711182,19.2700004577637,18.1900005340576,17.6000003814697,16.6399993896484,17.5200004577637,17.8400001525879,18.5799999237061,20.0100002288818
Czech Republic,4.69000005722046,6.23999977111816,8.39000034332275,8.64999961853027,7.78000020980835,7.19000005722046,6.94000005722046,10.7700004577637,16.5,16.8700008392334,16.1700000762939,15.2700004577637,16.6800003051758,19.8199996948242,19.2600002288818,17.5400009155273,10.7700004577637,9.89000034332275,16.6700000762939,18.3500003814697,18.0599994659424,19.5100002288818,18.9699993133545,15.8599996566772,12.6000003814697,10.4899997711182,7.94000005722046,6.73000001907349,5.63000011444092
Germany,5.51000022888184,5.96999979019165,7.67000007629395,8.96000003814697,8.47000026702881,9.63000011444092,10.6700000762939,9.78999996185303,8.88000011444092,8.53999996185303,7.78999996185303,9.28999996185303,11.0299997329712,12.9899997711182,15.5299997329712,13.7600002288818,11.8999996185303,10.5600004196167,11.2200002670288,9.82999992370605,8.52999973297119,8.05000019073486,7.82999992370605,7.75,7.23000001907349,7.03999996185303,6.75,6.17999982833862,5.75
Denmark,11.4899997711182,12.289999961853,14.5699996948242,10.1700000762939,9.93000030517578,10.5900001525879,8.10999965667725,7.17000007629395,9.89999961853027,6.73000001907349,8.22999954223633,7.05000019073486,9.8100004196167,7.78000020980835,8.60000038146973,7.67999982833862,7.48999977111816,9.46000003814697,13.4399995803833,15.5600004196167,16.3099994659424,15.7600002288818,14.75,14.1499996185303,12.1099996566772,12.1099996566772,12.3599996566772,10.5200004577637,10.0500001907349
Spain,30.7000007629395,33.0,42.1699981689453,44.8699989318848,41.8199996948242,41.7700004577637,39.0299987792969,35.3899993896484,29.0900001525879,25.2399997711182,20.6900005340576,21.5300006866455,22.3400001525879,22.5300006866455,19.7199993133545,17.9300003051758,18.1200008392334,24.4899997711182,37.7599983215332,41.5,46.2299995422363,52.9000015258789,55.5,53.2000007629395,48.3199996948242,44.4199981689453,38.5699996948242,34.3699989318848,32.6100006103516
Estonia,3.45000004768372,7.40999984741211,10.8800001144409,11.3900003433228,13.9499998092651,15.7600002288818,18.4400005340576,14.8400001525879,22.0,21.0900001525879,23.8500003814697,20.2000007629395,26.6299991607666,25.6000003814697,15.1199998855591,12.0900001525879,10.0699996948242,11.9700002670288,27.2999992370605,32.8499984741211,22.3700008392334,20.8700008392334,18.7299995422363,14.9899997711182,13.1000003814697,13.3999996185303,12.0900001525879,11.8400001525879,11.0900001525879
Finland,14.960000038147,24.5,30.7900009155273,31.1499996185303,40.6100006103516,41.2400016784668,35.2400016784668,34.4000015258789,29.8600006103516,29.7000007629395,27.75,29.4099998474121,28.8099994659424,28.3099994659424,19.9599990844727,18.6100006103516,16.4200000762939,16.3199996948242,21.3700008392334,21.2800006866455,19.9400005340576,18.8600006103516,19.7999992370605,20.3999996185303,22.2700004577637,20.0100002288818,19.9899997711182,16.9200000762939,17.0900001525879
France,19.4300003051758,21.3500003814697,25.1700000762939,28.3899993896484,26.7399997711182,27.2099990844727,28.5200004577637,25.8899993896484,26.0900001525879,20.4799995422363,17.9500007629395,18.8999996185303,17.2000007629395,19.6599998474121,20.1499996185303,21.1599998474121,18.6800003051758,18.1700000762939,22.7800006866455,22.4099998474121,21.8199996948242,23.5499992370605,23.9599990844727,24.1200008392334,24.5900001525879,24.3500003814697,22.0400009155273,20.6800003051758,19.5400009155273
